resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
, , , , , , , , , , 0, -1, -1, 0, 2000, 19, 1, 0, 0.01, 0.01, , 1.52017905905, 26.334000000000003, 26.335999999999984, , 13.815789473684212, 25, 1, , 5, 90, 0, 3, 2, 1.16760884213, 58, Why wash ones hands?,  Kill germs., 1, 26.331999999999994, 26.334000000000003, 0, 18, 18, 18, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 19, 1, 0, 0.01, 0.01, , 1.52017905905, 26.334000000000003, 26.335999999999984, , 13.815789473684212, 25, 1, , 5, 90, 0, 3, 2, 1.16760884213, 58, Why wash ones hands?,  Kill germs., 1, 26.331999999999994, 26.334000000000003, 0, 18, 18, 18, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 20, 2, 0, 0.01, 0.01, , 2.83163970276, 26.340000000000003, 26.341999999999985, , 14.921052631578949, 27, 1, , 5, 90, 0, 3, 2, 1.31661398851, 43, Why point a camera?,  Take a picture., 1, 26.337999999999994, 26.339, 0, 19, 19, 19, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 20, 2, 0, 0.01, 0.01, , 2.83163970276, 26.340000000000003, 26.341999999999985, , 14.921052631578949, 27, 1, , 5, 90, 0, 3, 2, 1.31661398851, 43, Why point a camera?,  Take a picture., 1, 26.337999999999994, 26.339, 0, 19, 19, 19, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 21, 2, 0, 0.01, 0.01, , 1.06300804691, 26.34700000000001, 26.349999999999994, , 16.578947368421055, 30, 1, , 5, 90, 0, 3, 2, 2.37434714497, 35, Why write a song?,  Seek advice., 2, 26.34299999999999, 26.343999999999994, 0, 20, 20, 20, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 21, 2, 0, 0.01, 0.01, , 1.06300804691, 26.34700000000001, 26.349999999999994, , 16.578947368421055, 30, 1, , 5, 90, 0, 3, 2, 2.37434714497, 35, Why write a song?,  Seek advice., 2, 26.34299999999999, 26.343999999999994, 0, 20, 20, 20, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 22, 2, 0, 0.01, 0.01, , 3.99226220013, 26.353999999999985, 26.357, , 14.921052631578949, 27, 1, , 5, 90, 0, 3, 2, 1.75704638653, 8, Why take a picture?,  Keep a memory., 2, 26.351, 26.352000000000004, 0, 21, 21, 21, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 22, 2, 0, 0.01, 0.01, , 3.99226220013, 26.353999999999985, 26.357, , 14.921052631578949, 27, 1, , 5, 90, 0, 3, 2, 1.75704638653, 8, Why take a picture?,  Keep a memory., 2, 26.351, 26.352000000000004, 0, 21, 21, 21, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 23, 1, 0, 0.01, 0.01, , 1.07674246982, 26.359999999999985, 26.36500000000001, , 11.605263157894736, 21, 1, , 5, 90, 0, 3, 2, 1.00293769835, 5, How to get a degree?,  Attend a school., 6, 26.358000000000004, 26.35900000000001, 0, 22, 22, 22, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 23, 1, 0, 0.01, 0.01, , 1.07674246982, 26.359999999999985, 26.36500000000001, , 11.605263157894736, 21, 1, , 5, 90, 0, 3, 2, 1.00293769835, 5, How to get a degree?,  Attend a school., 6, 26.358000000000004, 26.35900000000001, 0, 22, 22, 22, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 24, 2, 0.001999999999981128, 0.01, 0.01, , 2.4769759573, 26.37899999999999, 26.383999999999986, , 13.815789473684212, 25, 1, , 5, 90, 0, 3, 2, 1.31147192592, 55, How to achieve success?,  Get a promotion., 6, 26.36699999999999, 26.367999999999995, 0, 23, 23, 23, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 24, 2, 0.001999999999981128, 0.01, 0.01, , 2.4769759573, 26.37899999999999, 26.383999999999986, , 13.815789473684212, 25, 1, , 5, 90, 0, 3, 2, 1.31147192592, 55, How to achieve success?,  Get a promotion., 6, 26.36699999999999, 26.367999999999995, 0, 23, 23, 23, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 25, 1, 0, 0.01, 0.01, , 1.46148056073, 26.417, 26.419999999999987, , 21, 38, 1, , 5, 90, 0, 3, 2, 1.18276444708, 32, How to give applause?,  Clap hands., 4, 26.383999999999986, 26.413999999999987, 0, 24, 24, 24, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 25, 1, 0, 0.01, 0.01, , 1.46148056073, 26.417, 26.419999999999987, , 21, 38, 1, , 5, 90, 0, 3, 2, 1.18276444708, 32, How to give applause?,  Clap hands., 4, 26.383999999999986, 26.413999999999987, 0, 24, 24, 24, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 26, 1, 0, 0.01, 0.01, , 1.27090891594, 26.438999999999993, 26.442000000000007, , 15.473684210526319, 28, 1, , 5, 90, 0, 3, 2, 1.76936393203, 0, How to mix a cocktail?,  Stir ingredients., 4, 26.421999999999997, 26.424000000000007, 0, 25, 25, 25, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 26, 1, 0, 0.01, 0.01, , 1.27090891594, 26.438999999999993, 26.442000000000007, , 15.473684210526319, 28, 1, , 5, 90, 0, 3, 2, 1.76936393203, 0, How to mix a cocktail?,  Stir ingredients., 4, 26.421999999999997, 26.424000000000007, 0, 25, 25, 25, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 27, 1, 0, 0.01, 0.01, , 2.67941640448, 26.45599999999999, 26.458, , 20.44736842105263, 37, 1, , 5, 90, 0, 3, 2, 2.38494806284, 59, How to get a promotion?,  Arrive on time., 5, 26.444999999999993, 26.453000000000003, 0, 26, 26, 26, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 27, 1, 0, 0.01, 0.01, , 2.67941640448, 26.45599999999999, 26.458, , 20.44736842105263, 37, 1, , 5, 90, 0, 3, 2, 2.38494806284, 59, How to get a promotion?,  Arrive on time., 5, 26.444999999999993, 26.453000000000003, 0, 26, 26, 26, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 28, 2, 0, 0.01, 0.01, , 1.93425866444, 26.46799999999999, 26.471000000000004, , 12.710526315789476, 23, 1, , 5, 90, 0, 3, 2, 1.71728918215, 21, How to show appreciation?,  Give applause., 5, 26.459000000000003, 26.460000000000008, 0, 27, 27, 27, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 28, 2, 0, 0.01, 0.01, , 1.93425866444, 26.46799999999999, 26.471000000000004, , 12.710526315789476, 23, 1, , 5, 90, 0, 3, 2, 1.71728918215, 21, How to show appreciation?,  Give applause., 5, 26.459000000000003, 26.460000000000008, 0, 27, 27, 27, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 29, 2, 0, 0.01, 0.01, , 2.28312125563, 26.477000000000004, 26.482, , 21.55263157894737, 39, 1, , 5, 90, 0, 3, 2, 1.34062282472, 57, Why drink wine?,  Consume alcohol., 2, 26.47200000000001, 26.472999999999985, 0, 28, 28, 28, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 29, 2, 0, 0.01, 0.01, , 2.28312125563, 26.477000000000004, 26.482, , 21.55263157894737, 39, 1, , 5, 90, 0, 3, 2, 1.34062282472, 57, Why drink wine?,  Consume alcohol., 2, 26.47200000000001, 26.472999999999985, 0, 28, 28, 28, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 30, 2, 0, 0.01, 0.01, , 1.83122624224, 26.495000000000005, 26.498999999999995, , 19.894736842105267, 36, 1, , 5, 90, 0, 3, 2, 3.44250042934, 4, Why dress formally?,  Get a promotion., 2, 26.484999999999985, 26.49199999999999, 0, 29, 29, 29, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 30, 2, 0, 0.01, 0.01, , 1.83122624224, 26.495000000000005, 26.498999999999995, , 19.894736842105267, 36, 1, , 5, 90, 0, 3, 2, 3.44250042934, 4, Why dress formally?,  Get a promotion., 2, 26.484999999999985, 26.49199999999999, 0, 29, 29, 29, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 31, 2, 0, 0.01, 0.01, , 3.89746050745, 26.50399999999999, 26.507000000000005, , 16.026315789473685, 29, 1, , 5, 90, 0, 3, 2, 2.00490348266, 42, Why use a remote?,  Watch television., 1, 26.5, 26.50200000000001, 0, 30, 30, 30, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 31, 2, 0, 0.01, 0.01, , 3.89746050745, 26.50399999999999, 26.507000000000005, , 16.026315789473685, 29, 1, , 5, 90, 0, 3, 2, 2.00490348266, 42, Why use a remote?,  Watch television., 1, 26.5, 26.50200000000001, 0, 30, 30, 30, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 32, 1, 0, 0.01, 0.01, , 1.49360397101, 26.50800000000001, 26.50999999999999, , 13.263157894736842, 24, 1, , 5, 90, 0, 3, 2, 1.33403075154, 25, Why lift a glass?,  Drink wine., 1, 26.507000000000005, 26.507000000000005, 0, 31, 31, 31, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 32, 1, 0, 0.01, 0.01, , 1.49360397101, 26.50800000000001, 26.50999999999999, , 13.263157894736842, 24, 1, , 5, 90, 0, 3, 2, 1.33403075154, 25, Why lift a glass?,  Drink wine., 1, 26.507000000000005, 26.507000000000005, 0, 31, 31, 31, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 33, 2, 0, 0.01, 0.01, , 1.03452682891, 26.51400000000001, 26.516999999999996, , 12.157894736842106, 22, 1, , 5, 90, 0, 3, 2, 3.49303799328, 22, How to feel well?,  Reduce pain., 6, 26.513000000000005, 26.513000000000005, 0, 32, 32, 32, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 33, 2, 0, 0.01, 0.01, , 1.03452682891, 26.51400000000001, 26.516999999999996, , 12.157894736842106, 22, 1, , 5, 90, 0, 3, 2, 3.49303799328, 22, How to feel well?,  Reduce pain., 6, 26.513000000000005, 26.513000000000005, 0, 32, 32, 32, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 34, 2, 0, 0.01, 0.01, , 1.31941412609, 26.52000000000001, 26.522999999999996, , 11.05263157894737, 20, 1, , 5, 90, 0, 3, 2, 1.71912598533, 50, How to avoid mistakes?,  Obey laws., 6, 26.518, 26.518, 0, 33, 33, 33, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 34, 2, 0, 0.01, 0.01, , 1.31941412609, 26.52000000000001, 26.522999999999996, , 11.05263157894737, 20, 1, , 5, 90, 0, 3, 2, 1.71912598533, 50, How to avoid mistakes?,  Obey laws., 6, 26.518, 26.518, 0, 33, 33, 33, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 35, 1, 0, 0.01, 0.01, , 1.83668230828, 26.526999999999987, 26.53200000000001, , 18.789473684210527, 34, 1, , 5, 90, 0, 3, 2, 1.55506967108, 41, Why contact a friend?,  Feel connected., 3, 26.525000000000006, 26.525000000000006, 0, 34, 34, 34, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 35, 1, 0, 0.01, 0.01, , 1.83668230828, 26.526999999999987, 26.53200000000001, , 18.789473684210527, 34, 1, , 5, 90, 0, 3, 2, 1.55506967108, 41, Why contact a friend?,  Feel connected., 3, 26.525000000000006, 26.525000000000006, 0, 34, 34, 34, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 36, 1, 0, 0.01, 0.01, , 2.21576462063, 26.53800000000001, 26.54400000000001, , 17.684210526315788, 32, 1, , 5, 90, 0, 3, 2, 1.11856704142, 15, Why share ideas?,  Show intellect., 3, 26.534999999999997, 26.537000000000006, 0, 35, 35, 35, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 36, 1, 0, 0.01, 0.01, , 2.21576462063, 26.53800000000001, 26.54400000000001, , 17.684210526315788, 32, 1, , 5, 90, 0, 3, 2, 1.11856704142, 15, Why share ideas?,  Show intellect., 3, 26.534999999999997, 26.537000000000006, 0, 35, 35, 35, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 37, 1, 0, 0.01, 0.01, , 1.40503050342, 26.55000000000001, 26.551999999999992, , 18.236842105263158, 33, 1, , 5, 90, 0, 3, 2, 1.32607331456, 10, Why enter a classroom?,  Attend a school., 2, 26.54400000000001, 26.548000000000002, 0, 36, 36, 36, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 37, 1, 0, 0.01, 0.01, , 1.40503050342, 26.55000000000001, 26.551999999999992, , 18.236842105263158, 33, 1, , 5, 90, 0, 3, 2, 1.32607331456, 10, Why enter a classroom?,  Attend a school., 2, 26.54400000000001, 26.548000000000002, 0, 36, 36, 36, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 38, 2, 0, 0.01, 0.01, , 2.30615047845, 26.55600000000001, 26.556999999999988, , 17.131578947368425, 31, 1, , 5, 90, 0, 3, 2, 2.6322924895, 46, Why go shopping?,  Make a purchase., 2, 26.552999999999997, 26.554000000000002, 0, 37, 37, 37, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 38, 2, 0, 0.01, 0.01, , 2.30615047845, 26.55600000000001, 26.556999999999988, , 17.131578947368425, 31, 1, , 5, 90, 0, 3, 2, 2.6322924895, 46, Why go shopping?,  Make a purchase., 2, 26.552999999999997, 26.554000000000002, 0, 37, 37, 37, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 39, 1, 0, 0.01, 0.01, , 1.51790568597, 26.560000000000002, 26.562999999999988, , 19.342105263157897, 35, 1, , 5, 90, 0, 3, 2, 1.33433757765, 27, How to make art?,  Paint a picture., 5, 26.557999999999993, 26.558999999999997, 0, 38, 38, 38, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 39, 1, 0, 0.01, 0.01, , 1.51790568597, 26.560000000000002, 26.562999999999988, , 19.342105263157897, 35, 1, , 5, 90, 0, 3, 2, 1.33433757765, 27, How to make art?,  Paint a picture., 5, 26.557999999999993, 26.558999999999997, 0, 38, 38, 38, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
