resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
, , , , , , , , , , 0, -1, -1, 0, 2000, 40, 2, 0.0010000000000047748, 0.01, 0.01, , 1.02885648973, 26.568000000000012, 26.569999999999993, , 14.368421052631579, 26, 1, , 5, 90, 0, 3, 2, 1.88501868418, 54, How to make a donation?,  Mix a cocktail., 5, 26.563999999999993, 26.563999999999993, 0, 39, 39, 39, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 40, 2, 0.0010000000000047748, 0.01, 0.01, , 1.02885648973, 26.568000000000012, 26.569999999999993, , 14.368421052631579, 26, 1, , 5, 90, 0, 3, 2, 1.88501868418, 54, How to make a donation?,  Mix a cocktail., 5, 26.563999999999993, 26.563999999999993, 0, 39, 39, 39, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 41, 2, 0.0010000000000047748, 0.01, 0.01, , 2.46430929163, 26.575999999999993, 26.579999999999984, , 18.789473684210527, 34, 1, , 5, 90, 0, 3, 2, 2.44791322318, 52, Why show appreciation?,  Spread joy., 3, 26.570999999999998, 26.572000000000003, 0, 40, 40, 40, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 41, 2, 0.0010000000000047748, 0.01, 0.01, , 2.46430929163, 26.575999999999993, 26.579999999999984, , 18.789473684210527, 34, 1, , 5, 90, 0, 3, 2, 2.44791322318, 52, Why show appreciation?,  Spread joy., 3, 26.570999999999998, 26.572000000000003, 0, 40, 40, 40, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 42, 1, 0, 0.01, 0.01, , 3.02182502682, 26.585000000000008, 26.58699999999999, , 21, 38, 1, , 5, 90, 0, 3, 2, 3.26644291231, 36, Why get a promotion?,  Achieve success., 3, 26.581999999999994, 26.583, 0, 41, 41, 41, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 42, 1, 0, 0.01, 0.01, , 3.02182502682, 26.585000000000008, 26.58699999999999, , 21, 38, 1, , 5, 90, 0, 3, 2, 3.26644291231, 36, Why get a promotion?,  Achieve success., 3, 26.581999999999994, 26.583, 0, 41, 41, 41, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 43, 2, 0, 0.01, 0.01, , 2.57633816902, 26.590000000000003, 26.591000000000008, , 11.605263157894736, 21, 1, , 5, 90, 0, 3, 2, 1.62521108993, 29, How to give a lecture?,  Brush ones hair., 4, 26.587999999999994, 26.589, 0, 42, 42, 42, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 43, 2, 0, 0.01, 0.01, , 2.57633816902, 26.590000000000003, 26.591000000000008, , 11.605263157894736, 21, 1, , 5, 90, 0, 3, 2, 1.62521108993, 29, How to give a lecture?,  Brush ones hair., 4, 26.587999999999994, 26.589, 0, 42, 42, 42, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 44, 1, 0.0010000000000047748, 0.01, 0.01, , 1.10502729899, 26.595, 26.602000000000004, , 11.05263157894737, 20, 1, , 5, 90, 0, 3, 2, 2.15435226629, 11, How to make breakfast?,  Crack eggs., 4, 26.591999999999985, 26.59299999999999, 0, 43, 43, 43, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 44, 1, 0.0010000000000047748, 0.01, 0.01, , 1.10502729899, 26.595, 26.602000000000004, , 11.05263157894737, 20, 1, , 5, 90, 0, 3, 2, 2.15435226629, 11, How to make breakfast?,  Crack eggs., 4, 26.591999999999985, 26.59299999999999, 0, 43, 43, 43, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 45, 1, 0, 0.01, 0.01, , 2.00641499219, 26.605999999999995, 26.609999999999985, , 19.894736842105267, 36, 1, , 5, 90, 0, 3, 2, 1.51696832494, 18, How to impress others?,  Show intelligence., 6, 26.60300000000001, 26.60300000000001, 0, 44, 44, 44, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 45, 1, 0, 0.01, 0.01, , 2.00641499219, 26.605999999999995, 26.609999999999985, , 19.894736842105267, 36, 1, , 5, 90, 0, 3, 2, 1.51696832494, 18, How to impress others?,  Show intelligence., 6, 26.60300000000001, 26.60300000000001, 0, 44, 44, 44, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 46, 2, 0, 0.01, 0.01, , 1.76089702934, 26.613, 26.61500000000001, , 13.815789473684212, 25, 1, , 5, 90, 0, 3, 2, 1.38654977519, 51, How to avoid boredom?,  Entertain oneself., 6, 26.609999999999985, 26.61099999999999, 0, 45, 45, 45, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 46, 2, 0, 0.01, 0.01, , 1.76089702934, 26.613, 26.61500000000001, , 13.815789473684212, 25, 1, , 5, 90, 0, 3, 2, 1.38654977519, 51, How to avoid boredom?,  Entertain oneself., 6, 26.609999999999985, 26.61099999999999, 0, 45, 45, 45, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 47, 2, 0, 0.01, 0.01, , 2.12018846992, 26.62100000000001, 26.625, , 21.55263157894737, 39, 1, , 5, 90, 0, 3, 2, 3.03814082991, 7, Why drink coffee?,  Consume caffeine., 1, 26.61699999999999, 26.61699999999999, 0, 46, 46, 46, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 47, 2, 0, 0.01, 0.01, , 2.12018846992, 26.62100000000001, 26.625, , 21.55263157894737, 39, 1, , 5, 90, 0, 3, 2, 3.03814082991, 7, Why drink coffee?,  Consume caffeine., 1, 26.61699999999999, 26.61699999999999, 0, 46, 46, 46, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 48, 1, 0, 0.01, 0.01, , 1.50990000631, 26.62700000000001, 26.629999999999995, , 15.473684210526319, 28, 1, , 5, 90, 0, 3, 2, 1.96856855141, 20, Why use a comb?,  Write a song., 1, 26.625, 26.626000000000005, 0, 47, 47, 47, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 48, 1, 0, 0.01, 0.01, , 1.50990000631, 26.62700000000001, 26.629999999999995, , 15.473684210526319, 28, 1, , 5, 90, 0, 3, 2, 1.96856855141, 20, Why use a comb?,  Write a song., 1, 26.625, 26.626000000000005, 0, 47, 47, 47, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 49, 1, 0, 0.01, 0.01, , 2.87532275163, 26.638000000000005, 26.64099999999999, , 12.710526315789476, 23, 1, , 5, 90, 0, 3, 2, 3.31145416616, 24, Why open a bottle?,  Consume medicine., 1, 26.63499999999999, 26.63499999999999, 0, 48, 48, 48, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 49, 1, 0, 0.01, 0.01, , 2.87532275163, 26.638000000000005, 26.64099999999999, , 12.710526315789476, 23, 1, , 5, 90, 0, 3, 2, 3.31145416616, 24, Why open a bottle?,  Consume medicine., 1, 26.63499999999999, 26.63499999999999, 0, 48, 48, 48, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 50, 2, 0, 0.01, 0.01, , 1.6972711281, 26.641999999999996, 26.645999999999987, , 20.44736842105263, 37, 1, , 5, 90, 0, 3, 2, 1.03993107586, 6, Why throw away trash?,  Make a list., 1, 26.64099999999999, 26.641999999999996, 0, 49, 49, 49, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 50, 2, 0, 0.01, 0.01, , 1.6972711281, 26.641999999999996, 26.645999999999987, , 20.44736842105263, 37, 1, , 5, 90, 0, 3, 2, 1.03993107586, 6, Why throw away trash?,  Make a list., 1, 26.64099999999999, 26.641999999999996, 0, 49, 49, 49, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 51, 2, 0, 0.01, 0.01, , 2.56832384899, 26.649, 26.651999999999987, , 17.131578947368425, 31, 1, , 5, 90, 0, 3, 2, 1.08490027942, 40, How to support a cause?,  Give to charity., 6, 26.64699999999999, 26.64699999999999, 0, 50, 50, 50, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 51, 2, 0, 0.01, 0.01, , 2.56832384899, 26.649, 26.651999999999987, , 17.131578947368425, 31, 1, , 5, 90, 0, 3, 2, 1.08490027942, 40, How to support a cause?,  Give to charity., 6, 26.64699999999999, 26.64699999999999, 0, 50, 50, 50, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 52, 1, 0, 0.01, 0.01, , 2.09727129433, 26.657999999999987, 26.662000000000006, , 16.578947368421055, 30, 1, , 5, 90, 0, 3, 2, 1.09230889989, 31, How to improve oneself?,  Gain knowledge., 6, 26.65299999999999, 26.653999999999996, 0, 51, 51, 51, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 52, 1, 0, 0.01, 0.01, , 2.09727129433, 26.657999999999987, 26.662000000000006, , 16.578947368421055, 30, 1, , 5, 90, 0, 3, 2, 1.09230889989, 31, How to improve oneself?,  Gain knowledge., 6, 26.65299999999999, 26.653999999999996, 0, 51, 51, 51, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 53, 1, 0, 0.01, 0.01, , 2.66764677175, 26.663999999999987, 26.665999999999997, , 22.10526315789474, 40, 1, , 5, 90, 0, 3, 2, 1.01093462164, 45, Why lift weights?,  Build muscles., 2, 26.66300000000001, 26.66300000000001, 0, 52, 52, 52, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 53, 1, 0, 0.01, 0.01, , 2.66764677175, 26.663999999999987, 26.665999999999997, , 22.10526315789474, 40, 1, , 5, 90, 0, 3, 2, 1.01093462164, 45, Why lift weights?,  Build muscles., 2, 26.66300000000001, 26.66300000000001, 0, 52, 52, 52, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 54, 2, 0, 0.01, 0.01, , 1.96777372444, 26.668000000000006, 26.671999999999997, , 17.684210526315788, 32, 1, , 5, 90, 0, 3, 2, 3.42495685893, 17, Why consume medicine?,  Reduce pain., 2, 26.667, 26.667, 0, 53, 53, 53, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 54, 2, 0, 0.01, 0.01, , 1.96777372444, 26.668000000000006, 26.671999999999997, , 17.684210526315788, 32, 1, , 5, 90, 0, 3, 2, 3.42495685893, 17, Why consume medicine?,  Reduce pain., 2, 26.667, 26.667, 0, 53, 53, 53, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 55, 1, 0.0010000000000047748, 0.01, 0.01, , 2.03558173585, 26.67500000000001, 26.675999999999988, , 18.236842105263158, 33, 1, , 5, 90, 0, 3, 2, 1.32242418964, 30, How to write a poem?,  Grab a pencil., 4, 26.671999999999997, 26.673000000000002, 0, 54, 54, 54, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 55, 1, 0.0010000000000047748, 0.01, 0.01, , 2.03558173585, 26.67500000000001, 26.675999999999988, , 18.236842105263158, 33, 1, , 5, 90, 0, 3, 2, 1.32242418964, 30, How to write a poem?,  Grab a pencil., 4, 26.671999999999997, 26.673000000000002, 0, 54, 54, 54, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 56, 2, 0, 0.01, 0.01, , 1.05385454932, 26.682999999999993, 26.685000000000002, , 13.263157894736842, 24, 1, , 5, 90, 0, 3, 2, 1.88850313679, 19, How to dress formally?,  Wear ties. , 4, 26.676999999999992, 26.679000000000002, 0, 55, 55, 55, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 56, 2, 0, 0.01, 0.01, , 1.05385454932, 26.682999999999993, 26.685000000000002, , 13.263157894736842, 24, 1, , 5, 90, 0, 3, 2, 1.88850313679, 19, How to dress formally?,  Wear ties. , 4, 26.676999999999992, 26.679000000000002, 0, 55, 55, 55, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 57, 2, 0, 0.01, 0.01, , 2.64884197099, 26.687000000000012, 26.691000000000003, , 12.157894736842106, 22, 1, , 5, 90, 0, 3, 2, 2.11175044922, 53, How to write an email?,  Open a browser., 5, 26.685000000000002, 26.686000000000007, 0, 56, 56, 56, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 57, 2, 0, 0.01, 0.01, , 2.64884197099, 26.687000000000012, 26.691000000000003, , 12.157894736842106, 22, 1, , 5, 90, 0, 3, 2, 2.11175044922, 53, How to write an email?,  Open a browser., 5, 26.685000000000002, 26.686000000000007, 0, 56, 56, 56, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 58, 2, 0, 0.01, 0.01, , 1.83397669387, 26.700999999999993, 26.701999999999998, , 16.026315789473685, 29, 1, , 5, 90, 0, 3, 2, 1.62619947478, 47, How to express doubt?,  Use scissors., 5, 26.695999999999998, 26.699000000000012, 0, 57, 57, 57, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 58, 2, 0, 0.01, 0.01, , 1.83397669387, 26.700999999999993, 26.701999999999998, , 16.026315789473685, 29, 1, , 5, 90, 0, 3, 2, 1.62619947478, 47, How to express doubt?,  Use scissors., 5, 26.695999999999998, 26.699000000000012, 0, 57, 57, 57, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 59, 1, 0, 0.01, 0.01, , 1.71751495649, 26.70599999999999, 26.706999999999994, , 19.342105263157897, 35, 1, , 5, 90, 0, 3, 2, 3.48242402257, 12, Why satisfy hunger?,  Show an ability., 3, 26.703000000000003, 26.704000000000008, 0, 58, 58, 58, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 59, 1, 0, 0.01, 0.01, , 1.71751495649, 26.70599999999999, 26.706999999999994, , 19.342105263157897, 35, 1, , 5, 90, 0, 3, 2, 3.48242402257, 12, Why satisfy hunger?,  Show an ability., 3, 26.703000000000003, 26.704000000000008, 0, 58, 58, 58, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 60, 1, 0, 0.01, 0.01, , 1.86257458736, 26.712999999999994, 26.714, , 14.368421052631579, 26, 1, , 5, 90, 0, 3, 2, 2.70319678927, 49, Why keep a memory?,  Feel nostalgia., 3, 26.708, 26.710000000000008, 0, 59, 59, 59, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60, , , , , 0, -1, -1, 0, 2000, 60, 1, 0, 0.01, 0.01, , 1.86257458736, 26.712999999999994, 26.714, , 14.368421052631579, 26, 1, , 5, 90, 0, 3, 2, 2.70319678927, 49, Why keep a memory?,  Feel nostalgia., 3, 26.708, 26.710000000000008, 0, 59, 59, 59, 2000, 3, 2, 0.01, fmri_v220180219183556, 35, Mon Feb 19 2018 21:13:44 GMT-0800 (PST), stroop, 60
