resp_fMRI.keys, resp_fMRI.rt, respTaskInstructions.keys, respTaskInstructions.rt, respHowWhyTaskInstructions.keys, respHowWhyTaskInstructions.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrial, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, designDir, k_val, date, expName, frameRate
5, 0.7970000000000113, 1, 0.8770000000000095, 1, 0.6659999999999968, 1, 0.5139999999999958, , , , , , , 0, -1, -1, 0, 2000, 1, 1, 0.4339999999999975, 0.01, 0.007498942093324559, , 1.79094524069, 17.419999999999987, 17.85499999999999, , 25, 30, 1, 2, 2, 22.40000000000002, 1, 1, 3, 1.34152202088, 0, How to show intelligence?,  Participate in class., 5, 13.350999999999999, 15.619, 0, 0, 0, 0, 2000, 1, 1, 0.4339999999999975, 0.01, 0.007498942093324559, , 1.79094524069, 17.419999999999987, 17.85499999999999, , 25, 30, 1, 2, 2, 22.40000000000002, 1, 1, 3, 1.34152202088, 0, How to show intelligence?,  Participate in class., 5, 13.350999999999999, 15.619, 0, 0, 0, 0, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.09899999999998954, , , , , , , 0, -1, -1, 0, 2000, 2, 1, 0.4170000000000016, 0.007498942093324559, 0.005623413251903492, , 3.16740180686, 27.058999999999997, 27.476, , 25, 30, 1, 2, 4, 31.470428643266498, 1, 1, 3, 1.43407069378, 0, How to give to charity?,  Use a camera., 5, 22.037999999999997, 23.889999999999986, 0, 1, 1, 1, 2000, 2, 1, 0.4170000000000016, 0.007498942093324559, 0.005623413251903492, , 3.16740180686, 27.058999999999997, 27.476, , 25, 30, 1, 2, 4, 31.470428643266498, 1, 1, 3, 1.43407069378, 0, How to give to charity?,  Use a camera., 5, 22.037999999999997, 23.889999999999986, 0, 1, 1, 1, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.3639999999999901, , , , , , , 0, -1, -1, 0, 2000, 3, 2, 0.6670000000000158, 0.005623413251903492, 0.00749894209332456, , 0.648828145173, 31.910999999999987, 32.57899999999998, , 25, 30, 1, 1, 3, 39.165588200778465, 1, 1, 3, 0.723520159514, 0, Why make art?,  Show creativity., 3, 29.141999999999996, 31.258999999999986, 0, 2, 2, 2, 2000, 3, 2, 0.6670000000000158, 0.005623413251903492, 0.00749894209332456, , 0.648828145173, 31.910999999999987, 32.57899999999998, , 25, 30, 1, 1, 3, 39.165588200778465, 1, 1, 3, 0.723520159514, 0, Why make art?,  Show creativity., 3, 29.141999999999996, 31.258999999999986, 0, 2, 2, 2, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.3160000000000025, , , , , , , 0, -1, -1, 0, 2000, 4, 1, 0.6680000000000064, 0.00749894209332456, 0.005623413251903492, , 0.681738370523, 37.028999999999996, 37.697, , 25, 30, 1, 2, 5, 32.67042864326648, 1, 1, 3, 0.770054929036, 0, Why write an email?,  Send a message., 3, 34.27799999999999, 36.346000000000004, 0, 3, 3, 3, 2000, 4, 1, 0.6680000000000064, 0.00749894209332456, 0.005623413251903492, , 0.681738370523, 37.028999999999996, 37.697, , 25, 30, 1, 2, 5, 32.67042864326648, 1, 1, 3, 0.770054929036, 0, Why write an email?,  Send a message., 3, 34.27799999999999, 36.346000000000004, 0, 3, 3, 3, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.382000000000005, , , , , , , 0, -1, -1, 0, 2000, 5, 1, 0.34899999999998954, 0.005623413251903492, 0.004216965034285824, , 3.17207643765, 47.202, 47.55099999999999, , 25, 30, 1, 2, 6, 42.76558820077842, 1, 1, 3, 3.37417013767, 0, How to spread knowledge?,  Teach others., 6, 41.882000000000005, 44.01599999999999, 0, 4, 4, 4, 2000, 5, 1, 0.34899999999998954, 0.005623413251903492, 0.004216965034285824, , 3.17207643765, 47.202, 47.55099999999999, , 25, 30, 1, 2, 6, 42.76558820077842, 1, 1, 3, 3.37417013767, 0, How to spread knowledge?,  Teach others., 6, 41.882000000000005, 44.01599999999999, 0, 4, 4, 4, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 1.585000000000008, , , , , , , 0, -1, -1, 0, 2000, 6, 1, 0.8839999999999861, 0.004216965034285824, 0.005623413251903493, , 1.08621456718, 54.087999999999994, 54.97199999999998, , 25, 30, 1, 1, 7, 55.82747411323308, 1, 1, 3, 3.48467616466, 0, How to show intellect?,  Share ideas., 6, 49.65299999999999, 52.989000000000004, 0, 5, 5, 5, 2000, 6, 1, 0.8839999999999861, 0.004216965034285824, 0.005623413251903493, , 1.08621456718, 54.087999999999994, 54.97199999999998, , 25, 30, 1, 1, 7, 55.82747411323308, 1, 1, 3, 3.48467616466, 0, How to show intellect?,  Share ideas., 6, 49.65299999999999, 52.989000000000004, 0, 5, 5, 5, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.7980000000000018, , , , , , , 0, -1, -1, 0, 2000, 7, 2, 0.44999999999998863, 0.005623413251903493, 0.0074989420933245605, , 3.06332047453, 64.66, 65.10999999999999, , 25, 30, 1, 1, 1, 36.76558820077842, 1, 1, 3, 1.58151711578, 0, How to make breakfast?,  Crack eggs., 4, 59.03999999999999, 61.591999999999985, 0, 6, 6, 6, 2000, 7, 2, 0.44999999999998863, 0.005623413251903493, 0.0074989420933245605, , 3.06332047453, 64.66, 65.10999999999999, , 25, 30, 1, 1, 1, 36.76558820077842, 1, 1, 3, 1.58151711578, 0, How to make breakfast?,  Crack eggs., 4, 59.03999999999999, 61.591999999999985, 0, 6, 6, 6, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.30000000000001137, , , , , , , 0, -1, -1, 0, 2000, 8, 2, 1.5, 0.0074989420933245605, 0.005623413251903493, , 2.85083323966, 73.882, 75.382, , 25, 30, 1, 2, 9, 37.47042864326647, 1, 1, 3, 0.652736410785, 0, How to read articles?,  Open a magazine., 4, 68.97899999999998, 71.03, 0, 7, 7, 7, 2000, 8, 2, 1.5, 0.0074989420933245605, 0.005623413251903493, , 2.85083323966, 73.882, 75.382, , 25, 30, 1, 2, 9, 37.47042864326647, 1, 1, 3, 0.652736410785, 0, How to read articles?,  Open a magazine., 4, 68.97899999999998, 71.03, 0, 7, 7, 7, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.6159999999999854, , , , , , , 0, -1, -1, 0, 2000, 9, 1, 1.1839999999999975, 0.005623413251903493, 0.0074989420933245605, , 0.64698853683, 80.05099999999999, 81.23499999999999, , 25, 30, 1, 1, 2, 37.96558820077848, 1, 1, 3, 1.42968592793, 0, Why open a browser?,  Write an email., 2, 77.03299999999999, 79.40099999999998, 0, 8, 8, 8, 2000, 9, 1, 1.1839999999999975, 0.005623413251903493, 0.0074989420933245605, , 0.64698853683, 80.05099999999999, 81.23499999999999, , 25, 30, 1, 1, 2, 37.96558820077848, 1, 1, 3, 1.42968592793, 0, Why open a browser?,  Write an email., 2, 77.03299999999999, 79.40099999999998, 0, 8, 8, 8, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 2, 0.75, , , , , , , 0, -1, -1, 0, 2000, 10, 2, 1.1999999999999886, 0.0074989420933245605, 0.010000000000000002, , 2.49762196512, 89.757, 90.957, , 25, 30, 1, 1, 6, 33.87042864326644, 1, 1, 3, 3.16262297215, 0, Why write a poem?,  Express an idea., 2, 84.738, 87.255, 0, 9, 9, 9, 2000, 10, 2, 1.1999999999999886, 0.0074989420933245605, 0.010000000000000002, , 2.49762196512, 89.757, 90.957, , 25, 30, 1, 1, 6, 33.87042864326644, 1, 1, 3, 3.16262297215, 0, Why write a poem?,  Express an idea., 2, 84.738, 87.255, 0, 9, 9, 9, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.5510000000000161, , , , , , , 0, -1, -1, 0, 2000, 11, 2, 0.7519999999999811, 0.010000000000000002, 0.013335214321633242, , 1.14441976434, 96.561, 97.31299999999999, , 25, 30, 1, 1, 1, 21.199999999999992, 1, 1, 3, 1.6060799431, 0, Why open a bottle?,  Consume medicine., 1, 93.10899999999998, 95.411, 0, 10, 10, 10, 2000, 11, 2, 0.7519999999999811, 0.010000000000000002, 0.013335214321633242, , 1.14441976434, 96.561, 97.31299999999999, , 25, 30, 1, 1, 1, 21.199999999999992, 1, 1, 3, 1.6060799431, 0, Why open a bottle?,  Consume medicine., 1, 93.10899999999998, 95.411, 0, 10, 10, 10, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.6499999999999773, , , , , , , 0, -1, -1, 0, 2000, 12, 2, 0.8840000000000146, 0.013335214321633242, 0.010000000000000002, , 3.18391954985, 107.09899999999999, 107.983, , 25, 30, 1, 2, 9, 25.797884186649124, 1, 1, 3, 5.25424169903, 1, Why wash ones hands?,  Kill germs., 1, 101.513, 103.91299999999998, 0, 11, 11, 11, 2000, 12, 2, 0.8840000000000146, 0.013335214321633242, 0.010000000000000002, , 3.18391954985, 107.09899999999999, 107.983, , 25, 30, 1, 2, 9, 25.797884186649124, 1, 1, 3, 5.25424169903, 1, Why wash ones hands?,  Kill germs., 1, 101.513, 103.91299999999998, 0, 11, 11, 11, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.4479999999999791, , , , , , , 0, -1, -1, 0, 2000, 1, 1, 1.0989999999999895, 0.010000000000000002, 0.013335214321633242, , 2.42055438734, 126.061, 127.15899999999999, , 21.552631578947366, 39, 1, 1, 5, 90, 0, 1, 4, 2.61215789036, 0, Why lift weights?,  Build muscles., 2, 121.43799999999999, 123.63899999999998, 0, 0, 0, 0, 2000, 1, 1, 1.0989999999999895, 0.010000000000000002, 0.013335214321633242, , 2.42055438734, 126.061, 127.15899999999999, , 21.552631578947366, 39, 1, 1, 5, 90, 0, 1, 4, 2.61215789036, 0, Why lift weights?,  Build muscles., 2, 121.43799999999999, 123.63899999999998, 0, 0, 0, 0, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 2, 0.4660000000000082, , , , , , , 0, -1, -1, 0, 2000, 2, 2, 0.5699999999999932, 0.013335214321633242, 0.010000000000000002, , 0.877756894661, 132.143, 132.713, , 16.968540872667955, 35, 1, 2, 5, 90, 0, 1, 4, 4.06779971345, 0, Why make breakfast?,  Satisfy hunger., 2, 129.043, 131.26, 0, 1, 1, 1, 2000, 2, 2, 0.5699999999999932, 0.013335214321633242, 0.010000000000000002, , 0.877756894661, 132.143, 132.713, , 16.968540872667955, 35, 1, 2, 5, 90, 0, 1, 4, 4.06779971345, 0, Why make breakfast?,  Satisfy hunger., 2, 129.043, 131.26, 0, 1, 1, 1, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.5650000000000261, , , , , , , 0, -1, -1, 0, 2000, 3, 1, 0.5, 0.010000000000000002, 0.0074989420933245605, , 1.62610342225, 139.315, 139.814, , 12.157894736842104, 22, 1, 2, 5, 90, 0, 1, 4, 0.629418333539, 0, How to get a degree?,  Attend a school., 6, 135.363, 137.68, 0, 2, 2, 2, 2000, 3, 1, 0.5, 0.010000000000000002, 0.0074989420933245605, , 1.62610342225, 139.315, 139.814, , 12.157894736842104, 22, 1, 2, 5, 90, 0, 1, 4, 0.629418333539, 0, How to get a degree?,  Attend a school., 6, 135.363, 137.68, 0, 2, 2, 2, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.5169999999999959, , , , , , , 0, -1, -1, 0, 2000, 4, 1, 0.46599999999997976, 0.0074989420933245605, 0.005623413251903493, , 0.994807381692, 145.084, 145.54999999999998, , 19.2024861635296, 31, 1, 2, 5, 90, 0, 1, 4, 3.11136655744, 0, How to express a talent?,  Entertain others., 6, 141.815, 144.083, 0, 3, 3, 3, 2000, 4, 1, 0.46599999999997976, 0.0074989420933245605, 0.005623413251903493, , 0.994807381692, 145.084, 145.54999999999998, , 19.2024861635296, 31, 1, 2, 5, 90, 0, 1, 4, 3.11136655744, 0, How to express a talent?,  Entertain others., 6, 141.815, 144.083, 0, 3, 3, 3, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 2, 0.29999999999998295, , , , , , , 0, -1, -1, 0, 2000, 5, 2, 0.6000000000000227, 0.005623413251903493, 0.004216965034285824, , 1.37163810952, 151.37099999999998, 151.971, , 17.065801678365144, 25, 1, 2, 5, 90, 0, 1, 4, 1.25758932878, 1, How to provide food?,  Prepare meals., 5, 147.935, 149.986, 0, 4, 4, 4, 2000, 5, 2, 0.6000000000000227, 0.005623413251903493, 0.004216965034285824, , 1.37163810952, 151.37099999999998, 151.971, , 17.065801678365144, 25, 1, 2, 5, 90, 0, 1, 4, 1.25758932878, 1, How to provide food?,  Prepare meals., 5, 147.935, 149.986, 0, 4, 4, 4, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 2, 0.29899999999997817, , , , , , , 0, -1, -1, 0, 2000, 6, 1, 0.5679999999999836, 0.004216965034285824, 0.005623413251903493, , 1.78266874086, 158.59, 159.159, , 29.606812593389325, 40, 1, 1, 5, 90, 0, 1, 4, 0.9839277723, 0, How to make a purchase?,  Go shopping., 5, 154.756, 156.80599999999998, 0, 5, 5, 5, 2000, 6, 1, 0.5679999999999836, 0.004216965034285824, 0.005623413251903493, , 1.78266874086, 158.59, 159.159, , 29.606812593389325, 40, 1, 1, 5, 90, 0, 1, 4, 0.9839277723, 0, How to make a purchase?,  Go shopping., 5, 154.756, 156.80599999999998, 0, 5, 5, 5, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.5, , , , , , , 0, -1, -1, 0, 2000, 7, 1, 0.4660000000000082, 0.005623413251903493, 0.0074989420933245605, , 1.07055934601, 164.57799999999997, 165.04399999999998, , 15.700537544095933, 23, 1, 1, 5, 90, 0, 1, 4, 0.508576228057, 0, Why get a promotion?,  Achieve success., 3, 161.24200000000002, 163.49399999999997, 0, 6, 6, 6, 2000, 7, 1, 0.4660000000000082, 0.005623413251903493, 0.0074989420933245605, , 1.07055934601, 164.57799999999997, 165.04399999999998, , 15.700537544095933, 23, 1, 1, 5, 90, 0, 1, 4, 0.508576228057, 0, Why get a promotion?,  Achieve success., 3, 161.24200000000002, 163.49399999999997, 0, 6, 6, 6, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.28300000000001546, , , , , , , 0, -1, -1, 0, 2000, 8, 2, 0.44899999999995543, 0.0074989420933245605, 0.005623413251903493, , 0.659016487264, 169.414, 169.86199999999997, , 19.821921201062807, 32, 1, 2, 5, 90, 0, 1, 4, 5.03245671331, 0, Why save money?,  Get fit., 3, 166.711, 168.74599999999998, 0, 7, 7, 7, 2000, 8, 2, 0.44899999999995543, 0.0074989420933245605, 0.005623413251903493, , 0.659016487264, 169.414, 169.86199999999997, , 19.821921201062807, 32, 1, 2, 5, 90, 0, 1, 4, 5.03245671331, 0, Why save money?,  Get fit., 3, 166.711, 168.74599999999998, 0, 7, 7, 7, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 2, 0.39999999999997726, , , , , , , 0, -1, -1, 0, 2000, 9, 2, 0.450999999999965, 0.005623413251903493, 0.004216965034285824, , 2.23221609247, 177.483, 177.93399999999997, , 16.38316961123054, 24, 1, 2, 5, 90, 0, 1, 4, 0.578099647966, 0, How to clip coupons?,  Cut paper., 4, 173.098, 175.24899999999997, 0, 8, 8, 8, 2000, 9, 2, 0.450999999999965, 0.005623413251903493, 0.004216965034285824, , 2.23221609247, 177.483, 177.93399999999997, , 16.38316961123054, 24, 1, 2, 5, 90, 0, 1, 4, 0.578099647966, 0, How to clip coupons?,  Cut paper., 4, 173.098, 175.24899999999997, 0, 8, 8, 8, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.4329999999999927, , , , , , , 0, -1, -1, 0, 2000, 10, 1, 0.6490000000000009, 0.004216965034285824, 0.005623413251903493, , 5.3192633554, 191.77499999999998, 192.42399999999998, , 20.724768815372528, 28, 1, 1, 5, 90, 0, 1, 4, 1.31930533647, 0, How to take a picture?,  Point a camera., 4, 184.27100000000002, 186.454, 0, 9, 9, 9, 2000, 10, 1, 0.6490000000000009, 0.004216965034285824, 0.005623413251903493, , 5.3192633554, 191.77499999999998, 192.42399999999998, , 20.724768815372528, 28, 1, 1, 5, 90, 0, 1, 4, 1.31930533647, 0, How to take a picture?,  Point a camera., 4, 184.27100000000002, 186.454, 0, 9, 9, 9, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.3159999999999741, , , , , , , 0, -1, -1, 0, 2000, 11, 2, 0.6329999999999814, 0.005623413251903493, 0.004216965034285824, , 2.13951828089, 199.79500000000002, 200.42899999999997, , 13.652641342692117, 20, 1, 2, 5, 90, 0, 1, 4, 1.03626905251, 0, Why drink coffee?,  Consume caffeine., 1, 195.57599999999996, 197.64299999999997, 0, 10, 10, 10, 2000, 11, 2, 0.6329999999999814, 0.005623413251903493, 0.004216965034285824, , 2.13951828089, 199.79500000000002, 200.42899999999997, , 13.652641342692117, 20, 1, 2, 5, 90, 0, 1, 4, 1.03626905251, 0, Why drink coffee?,  Consume caffeine., 1, 195.57599999999996, 197.64299999999997, 0, 10, 10, 10, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
, , , , , , 1, 0.39999999999997726, , , , , , , 0, -1, -1, 0, 2000, 12, 2, 0.4000000000000341, 0.004216965034285824, 0.0031622776601683807, , 3.42941292837, 210.46699999999998, 210.86700000000002, , 28.12647196371986, 38, 1, 2, 5, 90, 0, 1, 4, 3.61602213392, 0, Why turn a doorknob?,  Enter a classroom., 1, 204.865, 207.03199999999998, 0, 11, 11, 11, 2000, 12, 2, 0.4000000000000341, 0.004216965034285824, 0.0031622776601683807, , 3.42941292837, 210.46699999999998, 210.86700000000002, , 28.12647196371986, 38, 1, 2, 5, 90, 0, 1, 4, 3.61602213392, 0, Why turn a doorknob?,  Enter a classroom., 1, 204.865, 207.03199999999998, 0, 11, 11, 11, 2000, 1, practice, fmri_v120180213002343, 0.01, Tue Feb 13 2018 12:49:30 GMT-0800 (PST), stroop, 60
